grain_type,initial_moisture_content,avg_internal_temp_c,days_since_fill,aeration_status,remaining_safe_storage_days
Corn,17.39,25.29,145,0,52
Rice,15.08,20.53,55,0,154
Barley,11.8,25.92,122,0,175
Corn,17.26,17.04,80,0,114
Barley,16.74,29.8,114,1,161
Corn,16.31,16.94,9,0,158
Wheat,11.15,31.65,124,0,138
Corn,15.36,23.05,136,1,116
Barley,11.62,18.71,24,1,260
Rice,11.79,28.32,47,0,165
Barley,13.79,31.06,118,0,161
Rice,11.69,31.0,127,1,144
Wheat,17.26,16.94,101,0,174
Corn,12.3,20.14,10,1,188
Corn,12.96,24.78,131,0,101
Wheat,14.0,25.22,142,0,129
Rice,11.53,25.7,133,0,120
Wheat,17.26,16.42,163,0,135
Rice,11.59,20.46,20,0,215
Rice,17.62,22.7,75,0,139
Wheat,11.09,27.16,133,1,197
Corn,11.36,30.49,175,0,71
Wheat,17.14,26.22,103,0,114
Wheat,15.41,29.15,94,0,124
Barley,13.03,23.76,139,1,190
Barley,17.19,24.18,77,1,202
Corn,14.38,24.89,169,0,41
Corn,11.96,26.32,38,0,174
Rice,12.72,27.49,48,1,184
Barley,15.61,30.42,142,0,158
Wheat,11.77,24.57,72,1,203
Rice,13.63,23.51,56,0,137
Barley,15.6,15.29,12,0,218
Rice,14.96,22.6,132,0,139
Rice,14.44,17.14,19,1,220
Corn,15.91,34.41,108,0,69
Wheat,15.2,33.27,9,0,183
Wheat,12.75,29.2,25,0,208
Rice,14.97,19.99,137,0,124
Corn,16.48,20.58,51,0,145
Barley,15.68,17.79,82,0,164
Rice,12.34,16.93,99,0,153
Rice,17.88,18.13,126,0,92
Corn,14.89,18.32,128,1,128
Corn,12.8,21.9,38,0,128
Barley,13.35,24.1,144,1,191
Corn,16.05,33.25,26,0,119
Corn,11.52,15.43,38,1,200
Rice,11.32,22.37,165,0,95
Rice,12.58,16.94,59,1,189
Wheat,15.8,28.63,58,0,166
Corn,15.26,33.76,34,0,115
Wheat,15.69,24.35,28,1,250
Corn,13.7,16.19,140,1,136
Barley,15.63,27.05,114,0,174
Barley,15.6,19.0,50,0,218
Barley,15.53,19.76,152,0,162
Barley,17.93,33.64,126,0,153
Rice,13.3,15.3,56,0,178
Wheat,14.94,26.15,171,0,142
Corn,12.83,26.21,102,1,117
Barley,13.61,22.73,152,1,181
Barley,17.35,30.9,86,0,145
Rice,13.79,33.01,144,1,98
Rice,13.89,22.52,63,1,189
Barley,15.32,15.21,8,1,257
Rice,15.73,17.12,128,0,128
Wheat,15.16,22.42,111,0,145
Rice,13.83,20.22,82,0,165
Wheat,14.51,28.97,132,0,141
Barley,16.97,33.6,18,0,165
Corn,16.69,18.76,53,0,120
Corn,16.0,25.23,46,1,107
Wheat,12.21,20.66,37,1,204
Corn,16.29,19.25,59,0,112
Barley,15.18,16.3,173,0,158
Wheat,14.88,27.85,108,0,137
Wheat,15.15,33.1,158,0,134
Corn,15.64,18.91,14,0,165
Wheat,17.61,32.48,53,0,111
Rice,16.18,31.4,19,0,141
Corn,14.33,28.59,24,0,118
Barley,13.1,33.38,84,0,180
Corn,12.05,23.28,144,1,133
Wheat,13.9,29.7,87,0,150
Barley,11.55,26.3,175,1,163
Barley,15.24,19.79,19,1,260
Wheat,12.56,30.64,179,0,105
Rice,12.35,25.06,45,0,160
Barley,12.59,20.34,120,0,192
Corn,14.76,30.36,153,0,51
Rice,11.92,20.89,65,0,161
Rice,16.23,16.47,142,1,119
Rice,14.01,22.33,146,0,97
Wheat,12.27,25.19,99,0,192
Barley,13.64,23.14,160,1,171
Wheat,11.9,18.03,162,1,188
Corn,14.17,21.35,87,0,147
Barley,12.73,27.5,75,0,179
Barley,15.08,27.65,79,0,173
Rice,15.67,16.1,73,0,143
Wheat,12.99,27.12,125,1,178
Corn,12.1,25.66,35,0,167
Corn,15.93,20.14,45,1,167
Rice,16.4,19.26,81,0,131
Barley,16.45,21.36,156,0,129
Wheat,11.36,16.72,128,0,152
Rice,12.09,31.82,41,0,129
Rice,13.73,19.71,41,0,190
Barley,14.75,25.31,96,0,183
Rice,17.6,22.1,148,0,105
Corn,11.07,17.53,167,1,150
Corn,17.77,24.09,99,0,103
Wheat,12.44,31.47,143,0,143
Rice,15.95,27.86,121,1,131
Barley,16.23,17.29,138,1,196
Rice,11.59,21.43,20,0,195
Wheat,16.66,30.64,130,0,136
Rice,13.39,30.11,169,0,86
Corn,12.6,29.18,140,1,116
Wheat,16.29,29.43,62,0,145
Rice,16.81,18.25,70,0,97
Corn,17.37,32.7,92,0,78
Rice,15.77,25.5,53,0,137
Wheat,13.59,31.43,79,0,141
Rice,17.27,23.8,27,1,169
Rice,16.56,21.53,20,0,163
Wheat,12.56,15.89,130,0,151
Corn,16.5,33.34,18,0,104
Barley,15.62,20.99,139,0,179
Rice,16.36,20.16,152,0,69
Barley,15.92,25.6,164,0,129
Corn,12.71,15.25,69,0,143
Barley,14.93,22.08,110,0,155
Wheat,11.73,33.13,53,0,205
Rice,13.92,33.38,90,1,153
Wheat,11.7,32.81,72,0,161
Rice,14.6,20.14,83,1,182
Barley,15.31,34.36,119,0,178
Barley,15.02,17.39,103,1,229
Corn,13.77,18.78,150,1,147
Wheat,12.61,24.17,113,0,164
Barley,17.38,15.6,93,1,183
Rice,15.49,28.3,162,1,111
Corn,16.89,25.08,162,0,45
Rice,17.26,30.23,81,0,107
Corn,13.29,29.56,18,0,149
Rice,14.23,33.63,106,0,96
Wheat,11.76,28.06,84,0,169
Wheat,15.86,30.17,32,1,195
Barley,14.69,21.41,67,1,229
Corn,11.18,15.07,160,0,132
Corn,12.48,30.1,162,0,76
Rice,12.8,19.72,63,0,176
Wheat,14.53,15.11,171,0,154
Barley,15.04,23.45,25,0,197
Rice,12.12,16.94,143,1,177
Rice,11.77,19.41,84,0,152
Barley,13.53,31.15,159,0,153
Corn,12.86,32.85,89,1,131
Wheat,11.91,33.98,144,0,133
Corn,15.63,30.42,172,0,64
Corn,14.84,23.65,17,1,178
Rice,12.64,31.52,165,0,91
Wheat,17.4,24.23,11,0,188
Rice,11.74,22.23,20,0,189
Wheat,17.89,19.22,125,0,133
Wheat,15.28,31.94,53,1,174
Rice,11.91,32.9,74,0,124
Corn,17.7,25.7,57,1,119
Barley,17.41,18.55,168,1,153
Rice,16.63,31.53,113,0,100
Barley,17.93,22.93,88,0,139
Rice,17.19,28.41,139,0,73
Wheat,13.16,22.28,128,0,183
Wheat,13.88,26.46,45,0,225
Barley,11.35,16.74,52,0,228
Rice,16.44,24.99,61,0,150
Corn,17.19,18.32,57,1,150
Wheat,16.81,24.97,15,1,215
Wheat,15.95,19.63,142,1,195
Barley,11.26,19.98,10,1,260
Rice,13.97,33.59,19,0,159
Corn,11.18,21.25,135,0,115
Corn,12.25,17.86,144,0,83
Rice,11.77,27.9,134,0,124
Corn,11.67,19.33,123,1,150
